ID,tempo_desloc_minutos,faltas,cod_cor_favorita,quant_irmaos,horas_estudo,fez_atividade_extra,cod_letra_turma,nota_p1,nota_p2,nota_p3,recuperacao,situacao
390,48,12,7,3,28,0,0,4.84,4.28,3.56,1,reprovado
391,149,23,3,4,37,0,2,7.68,7.94,-1.0,0,reprovado
392,78,17,6,4,26,0,1,4.82,5.43,5.78,1,reprovado
393,135,19,2,3,15,1,0,8.53,5.26,-1.0,0,aprovado
394,144,15,6,1,59,0,3,2.23,7.74,7.82,1,aprovado
395,142,15,1,0,54,0,3,4.48,7.04,6.75,1,aprovado
396,38,9,4,3,29,1,1,7.93,9.72,-1.0,0,aprovado
397,131,14,7,3,31,1,2,3.32,4.49,5.58,1,reprovado
398,89,11,5,0,44,0,0,5.48,9.09,-1.0,0,aprovado
399,119,18,3,0,38,0,1,1.07,6.16,8.34,1,aprovado
400,42,11,0,3,41,1,0,7.58,7.8,-1.0,0,aprovado
401,142,21,0,4,60,1,3,0.04,10.0,10.0,1,reprovado
402,59,16,2,3,40,1,0,7.31,8.61,-1.0,0,aprovado
403,113,16,3,3,45,0,2,4.19,3.8,7.7,1,reprovado
404,146,18,5,1,70,1,1,2.99,10.0,10.0,1,aprovado
405,48,10,2,0,40,1,2,9.82,9.86,-1.0,0,aprovado
406,121,20,4,0,26,0,3,6.75,1.48,6.61,1,aprovado
407,66,9,2,2,31,1,2,2.67,4.86,7.65,1,aprovado
408,23,12,7,4,69,1,0,3.59,10.0,10.0,1,aprovado
409,75,14,4,3,36,1,0,5.11,10.0,-1.0,0,aprovado
410,95,13,0,2,43,1,0,9.67,10.0,-1.0,0,aprovado
411,128,17,5,1,30,0,1,8.31,7.17,-1.0,0,aprovado
412,62,12,1,0,21,1,3,9.63,5.28,-1.0,0,aprovado
413,80,10,7,0,51,1,1,0.06,9.75,9.5,1,aprovado
414,92,17,5,2,40,1,0,4.91,7.11,8.94,1,aprovado
415,55,9,6,2,44,1,0,4.16,6.66,6.97,1,aprovado
416,150,22,0,2,38,1,0,4.75,7.32,7.86,1,reprovado
417,25,8,5,0,22,1,3,6.83,6.17,-1.0,0,aprovado
418,147,15,5,3,20,1,3,8.23,5.46,-1.0,0,aprovado
419,146,23,1,4,20,1,1,0.82,3.06,5.65,1,reprovado
420,69,15,6,1,29,1,0,8.66,10.0,-1.0,0,aprovado
421,54,6,5,0,32,0,0,0.24,2.76,4.35,1,reprovado
422,73,17,6,3,27,1,3,9.12,5.46,-1.0,0,aprovado
423,45,9,1,0,48,0,0,5.35,9.94,-1.0,0,aprovado
424,92,15,4,3,3,1,3,6.07,5.04,-1.0,0,reprovado
425,49,15,4,2,25,1,1,7.48,5.18,-1.0,0,aprovado
426,51,13,0,4,31,0,3,1.23,5.12,8.41,1,aprovado
427,103,13,2,1,74,1,1,2.12,9.72,10.0,1,aprovado
428,28,13,7,2,28,0,0,8.52,1.99,6.41,1,aprovado
429,99,19,3,2,25,1,0,3.57,4.22,5.38,1,reprovado
430,93,15,2,2,32,0,2,6.94,2.73,5.11,1,aprovado
431,126,20,5,2,56,0,1,2.77,8.38,9.44,1,aprovado
432,42,12,1,1,40,0,2,1.76,6.94,5.38,1,aprovado
433,34,6,0,4,9,1,3,8.93,5.85,-1.0,0,aprovado
434,135,17,2,3,39,1,2,6.55,8.34,-1.0,0,aprovado
435,133,21,1,2,0,1,3,5.02,6.25,-1.0,0,reprovado
436,57,8,2,1,42,1,3,7.58,10.0,-1.0,0,aprovado
437,52,8,7,0,37,0,2,7.37,5.94,-1.0,0,aprovado
438,74,14,3,3,60,1,2,0.43,7.2,10.0,1,aprovado
439,41,12,4,4,40,0,2,7.04,8.27,-1.0,0,aprovado
440,108,14,1,3,45,0,2,5.88,9.72,-1.0,0,aprovado
441,103,12,7,4,60,0,0,4.87,5.39,10.0,1,aprovado
442,69,8,2,4,45,0,2,1.5,4.78,6.2,1,reprovado
443,137,17,2,0,25,0,3,4.8,3.6,3.8,1,reprovado
444,146,19,2,1,34,1,0,0.39,5.78,9.11,1,aprovado
445,19,9,4,1,44,1,0,8.79,10.0,-1.0,0,aprovado
446,58,8,6,4,76,1,1,2.2,10.0,10.0,1,aprovado
447,102,16,1,3,30,0,1,9.23,2.26,8.06,1,aprovado
448,144,21,2,1,39,1,0,6.85,10.0,-1.0,0,reprovado
449,143,23,1,1,32,1,3,7.53,10.0,-1.0,0,reprovado
450,125,18,5,4,19,1,0,5.23,6.8,-1.0,0,aprovado
451,112,15,1,1,60,1,3,3.51,10.0,7.92,1,aprovado
452,119,20,0,4,29,1,0,2.58,5.0,4.66,1,reprovado
453,95,20,1,3,66,0,1,4.09,10.0,10.0,1,aprovado
454,108,19,6,3,35,1,1,6.12,8.22,-1.0,0,aprovado
455,138,16,4,3,31,1,2,2.54,5.62,7.38,1,aprovado
456,56,15,6,4,26,0,2,1.0,5.58,3.28,1,reprovado
457,38,5,7,0,44,0,3,8.24,3.4,5.69,1,aprovado
458,113,11,6,4,15,1,2,9.32,6.08,-1.0,0,aprovado
459,66,16,4,0,34,1,1,8.51,7.41,-1.0,0,aprovado
460,58,8,5,0,11,1,1,6.75,7.28,-1.0,0,aprovado
461,105,10,6,4,9,1,1,6.7,5.88,-1.0,0,aprovado
462,104,13,4,4,61,1,1,3.48,10.0,8.94,1,aprovado
463,119,13,1,2,45,1,2,5.07,10.0,-1.0,0,aprovado
464,79,13,6,1,33,1,3,6.95,10.0,-1.0,0,aprovado
465,22,12,4,3,42,1,0,4.82,5.9,6.83,1,aprovado
466,105,14,0,1,10,0,2,5.17,5.0,-1.0,0,reprovado
467,102,15,2,2,39,1,3,0.76,5.72,9.62,1,aprovado
468,63,10,3,1,42,0,1,4.99,6.93,9.44,1,aprovado
469,106,21,1,0,59,1,0,1.56,10.0,10.0,1,reprovado
470,25,11,5,3,21,1,2,8.49,9.56,-1.0,0,aprovado
471,145,22,3,0,52,0,1,2.81,6.71,9.02,1,reprovado
472,115,20,2,0,29,1,3,8.61,5.66,-1.0,0,aprovado
473,68,16,1,2,42,0,2,3.8,4.07,6.6,1,reprovado
474,102,16,7,1,51,0,3,3.66,5.88,8.64,1,aprovado
475,48,8,3,2,41,1,0,9.8,9.04,-1.0,0,aprovado
476,52,7,2,0,32,1,3,8.01,10.0,-1.0,0,aprovado
477,147,19,5,2,44,1,3,5.35,7.74,-1.0,0,aprovado
478,40,11,0,2,44,0,1,6.91,9.23,-1.0,0,aprovado
479,81,14,4,0,32,0,2,3.61,4.9,7.03,1,reprovado
480,59,16,4,2,34,1,2,9.8,9.94,-1.0,0,aprovado
481,35,6,4,1,79,1,3,3.81,10.0,10.0,1,aprovado
482,118,17,1,1,16,1,0,8.5,7.27,-1.0,0,aprovado
483,83,13,6,3,41,1,2,6.06,9.38,-1.0,0,aprovado
484,57,16,0,1,42,1,1,1.84,8.26,5.65,1,aprovado
485,57,14,1,3,28,0,0,3.97,2.99,7.33,1,reprovado
486,36,8,2,3,45,0,0,1.04,4.54,8.76,1,aprovado
487,48,15,2,0,30,1,0,5.27,7.38,-1.0,0,aprovado
488,136,22,4,1,32,1,3,4.68,5.79,7.75,1,reprovado
489,126,21,4,3,18,1,2,5.24,6.46,-1.0,0,reprovado
490,108,11,2,0,66,1,2,4.13,10.0,9.97,1,aprovado
491,135,14,7,2,38,1,3,5.36,9.74,-1.0,0,aprovado
492,16,8,3,4,39,0,3,5.49,8.46,-1.0,0,aprovado
493,114,17,3,0,42,0,2,8.29,9.08,-1.0,0,aprovado
494,84,9,4,1,41,0,3,2.85,3.18,7.4,1,reprovado
495,130,13,7,2,36,0,1,2.72,4.68,5.43,1,reprovado
496,41,7,2,0,34,0,3,2.82,4.22,5.96,1,reprovado
497,94,9,7,3,27,0,2,7.87,7.14,-1.0,0,aprovado
498,52,12,6,4,39,0,0,0.56,6.6,8.96,1,aprovado
499,18,5,3,3,32,0,3,1.22,5.18,4.47,1,reprovado
500,68,17,4,1,25,1,2,4.73,5.38,3.74,1,reprovado
501,138,24,3,0,31,1,2,6.39,4.56,6.06,1,reprovado
502,18,5,4,3,30,1,0,1.68,6.16,7.21,1,aprovado
503,54,12,1,1,31,1,1,3.72,5.08,8.74,1,aprovado
504,30,10,2,1,44,0,0,0.6,5.8,8.73,1,aprovado
505,103,16,7,0,24,1,1,8.06,6.26,-1.0,0,aprovado
506,25,9,7,4,42,1,2,4.86,7.47,6.87,1,aprovado
507,134,15,2,4,58,0,0,2.76,6.07,9.09,1,aprovado
508,15,11,6,0,27,1,1,7.77,6.58,-1.0,0,aprovado
509,31,13,6,4,35,1,1,6.59,7.14,-1.0,0,aprovado
510,87,17,5,0,28,0,0,3.23,5.7,4.39,1,reprovado
511,23,2,7,0,76,1,1,2.02,10.0,10.0,1,aprovado
512,80,11,3,0,64,1,0,0.49,10.0,10.0,1,aprovado
513,30,12,6,0,46,1,2,3.61,8.93,9.93,1,aprovado
514,34,11,1,1,28,0,0,9.46,6.14,-1.0,0,aprovado
515,78,18,2,0,46,0,3,5.71,8.05,-1.0,0,aprovado
516,124,18,2,4,33,1,1,8.84,6.92,-1.0,0,aprovado
517,128,19,5,2,40,1,2,9.34,10.0,-1.0,0,aprovado
518,76,12,3,4,34,1,3,5.64,8.49,-1.0,0,aprovado
519,116,12,0,4,66,0,2,0.0,10.0,8.28,1,aprovado
520,71,15,5,2,62,1,0,2.15,10.0,8.53,1,aprovado
521,24,7,2,2,74,0,1,4.61,8.03,10.0,1,aprovado
522,117,19,3,2,14,0,0,5.7,6.25,-1.0,0,reprovado
523,39,10,4,4,12,1,0,5.96,8.12,-1.0,0,aprovado
524,100,13,6,0,72,1,3,3.48,10.0,10.0,1,aprovado
525,28,12,0,4,36,0,2,3.05,5.5,5.27,1,reprovado
526,115,16,1,3,27,0,1,9.72,5.06,-1.0,0,aprovado
527,136,15,0,2,34,1,3,5.72,10.0,-1.0,0,aprovado
528,48,11,7,3,40,0,1,7.63,8.09,-1.0,0,aprovado
529,149,20,1,3,65,0,2,2.46,9.0,10.0,1,aprovado
530,104,12,5,2,52,1,0,1.91,10.0,8.72,1,aprovado
531,52,7,3,2,34,0,1,4.41,2.02,9.0,1,aprovado
532,52,6,4,2,26,1,0,8.7,5.36,-1.0,0,aprovado
533,68,15,3,4,18,1,1,7.41,7.37,-1.0,0,aprovado
534,51,15,0,4,35,0,3,6.96,5.22,-1.0,0,aprovado
535,87,19,4,3,20,0,0,2.01,3.31,5.82,1,reprovado
536,107,14,0,3,27,1,2,8.65,8.94,-1.0,0,aprovado
537,95,18,1,1,58,1,1,4.85,10.0,7.45,1,aprovado
538,150,15,7,1,50,1,3,3.05,7.53,7.76,1,aprovado
539,143,14,0,3,68,1,2,2.76,9.13,10.0,1,aprovado
540,115,22,1,4,38,1,3,6.58,10.0,-1.0,0,reprovado
541,121,21,2,2,46,0,3,2.41,3.91,9.02,1,reprovado
542,66,9,4,3,42,1,1,8.63,8.84,-1.0,0,aprovado
543,45,10,2,2,59,0,0,1.84,8.62,10.0,1,aprovado
544,85,10,3,1,28,1,0,1.52,6.07,4.84,1,reprovado
545,74,8,3,2,45,0,0,5.97,9.86,-1.0,0,aprovado
546,135,21,5,3,50,0,1,7.13,4.72,6.41,1,reprovado
547,18,5,6,1,12,0,1,9.26,6.28,-1.0,0,aprovado
548,127,16,7,3,29,1,2,8.68,5.84,-1.0,0,aprovado
549,112,12,6,4,32,1,0,7.21,10.0,-1.0,0,aprovado
550,77,14,6,4,45,1,0,5.19,10.0,-1.0,0,aprovado
551,63,13,6,2,38,0,2,2.91,5.32,5.02,1,reprovado
552,147,23,7,0,25,0,3,9.05,3.56,7.6,1,reprovado
553,49,7,5,0,64,1,3,3.93,10.0,9.01,1,aprovado
554,131,14,5,0,32,1,1,0.9,6.68,4.43,1,reprovado
555,113,17,2,4,4,1,3,7.28,7.07,-1.0,0,aprovado
556,53,11,2,0,49,0,1,1.62,7.48,8.36,1,aprovado
557,61,15,2,0,42,0,1,1.18,5.24,7.75,1,aprovado
558,16,11,7,1,34,1,1,6.09,8.46,-1.0,0,aprovado
559,16,4,4,0,41,0,1,2.45,4.38,5.86,1,reprovado
560,23,2,4,0,35,1,2,6.68,4.77,7.74,1,aprovado
561,60,10,5,0,25,1,0,9.67,7.02,-1.0,0,aprovado
562,32,5,1,3,15,1,2,7.59,5.24,-1.0,0,aprovado
563,149,15,3,4,30,1,1,4.14,8.16,6.4,1,aprovado
564,37,9,4,4,48,1,3,4.84,10.0,7.77,1,aprovado
565,48,7,7,3,45,0,3,6.15,7.08,-1.0,0,aprovado
566,64,9,0,0,76,1,3,0.02,10.0,10.0,1,aprovado
567,69,8,3,2,51,0,2,0.11,6.64,10.0,1,aprovado
568,44,13,5,4,25,1,3,6.87,3.6,7.3,1,aprovado
569,137,16,0,3,42,1,1,9.17,10.0,-1.0,0,aprovado
570,100,14,6,4,69,1,0,4.63,9.7,10.0,1,aprovado
571,68,9,5,0,29,1,2,5.78,7.32,-1.0,0,aprovado
572,111,20,2,1,7,1,3,6.27,6.64,-1.0,0,aprovado
573,95,17,4,0,17,1,3,7.11,8.28,-1.0,0,aprovado
574,92,14,4,0,26,1,1,2.16,7.33,5.47,1,aprovado
575,21,9,2,2,39,1,1,8.0,8.52,-1.0,0,aprovado
576,40,11,2,0,28,1,1,8.23,8.12,-1.0,0,aprovado
577,16,9,0,2,30,0,0,3.11,5.09,7.49,1,aprovado
578,20,5,4,2,25,0,1,5.78,5.8,-1.0,0,reprovado
579,127,17,4,1,29,0,1,6.72,4.24,6.2,1,aprovado
580,67,11,5,1,50,0,2,5.43,6.61,-1.0,0,aprovado
581,101,17,0,0,26,0,1,5.41,1.02,5.39,1,reprovado
582,60,11,7,2,16,1,2,7.05,7.36,-1.0,0,aprovado
583,35,11,7,0,10,1,1,9.75,6.68,-1.0,0,aprovado
584,134,17,3,4,51,0,1,4.71,7.38,9.7,1,aprovado
585,98,11,0,3,52,0,0,4.54,8.24,7.91,1,aprovado
586,104,11,2,3,24,1,0,6.05,5.36,-1.0,0,reprovado
587,92,18,6,1,20,1,3,5.33,9.38,-1.0,0,aprovado
588,113,20,3,3,46,1,3,0.66,6.43,9.07,1,aprovado
589,34,12,7,4,33,1,0,7.4,6.62,-1.0,0,aprovado
590,128,14,6,4,71,1,0,1.76,10.0,10.0,1,aprovado
591,30,13,2,1,36,0,0,0.91,3.46,7.58,1,reprovado
592,129,23,5,4,41,1,2,1.96,9.32,8.72,1,reprovado
593,103,14,0,1,6,1,3,9.91,5.5,-1.0,0,aprovado
594,28,3,5,2,49,0,0,0.01,6.58,9.25,1,aprovado
595,112,18,6,1,31,0,1,4.06,3.3,8.5,1,aprovado
596,121,13,2,0,26,0,1,1.54,5.18,6.55,1,reprovado
597,49,11,6,4,74,0,3,0.85,9.3,10.0,1,aprovado
598,130,22,3,3,20,1,1,3.85,6.24,3.69,1,reprovado
599,143,23,5,0,55,1,0,2.7,6.94,9.28,1,reprovado
600,35,5,4,4,71,1,3,1.42,8.82,10.0,1,aprovado
601,34,11,4,2,4,1,0,6.85,5.07,-1.0,0,reprovado
602,135,18,5,2,24,0,3,5.75,6.48,-1.0,0,aprovado
603,92,18,4,3,11,1,0,7.28,6.66,-1.0,0,aprovado
604,89,10,0,3,13,1,2,8.1,7.9,-1.0,0,aprovado
605,86,9,4,2,36,1,2,2.52,8.56,8.2,1,aprovado
606,129,20,2,1,34,1,2,3.7,8.07,5.97,1,aprovado
607,36,10,2,3,20,1,3,9.68,8.14,-1.0,0,aprovado
608,57,7,5,2,31,0,0,2.11,3.38,5.38,1,reprovado
609,74,9,6,2,69,1,3,3.8,8.18,10.0,1,aprovado
610,129,21,5,0,70,0,0,3.82,10.0,10.0,1,reprovado
611,84,18,4,2,68,0,0,3.35,9.87,10.0,1,aprovado
612,64,6,2,4,29,1,2,5.2,3.18,4.12,1,reprovado
613,41,8,5,2,18,0,1,6.86,5.35,-1.0,0,aprovado
614,29,4,3,0,46,0,0,9.39,9.04,-1.0,0,aprovado
615,62,13,2,2,8,1,2,8.97,7.62,-1.0,0,aprovado
616,85,9,5,1,23,1,2,7.7,6.8,-1.0,0,aprovado
617,100,17,4,1,6,1,2,9.97,7.4,-1.0,0,aprovado
618,115,20,7,1,54,0,0,1.79,7.47,10.0,1,aprovado
619,81,12,1,4,60,0,0,1.03,7.49,10.0,1,aprovado
620,15,7,6,1,31,1,2,9.34,8.46,-1.0,0,aprovado
621,140,17,6,4,22,0,0,4.79,3.7,6.66,1,reprovado
622,46,11,5,2,9,1,2,5.68,7.92,-1.0,0,aprovado
623,38,8,5,3,42,0,0,3.66,2.95,7.17,1,reprovado
624,63,13,6,2,31,1,0,2.99,5.56,4.82,1,reprovado
625,24,3,3,3,72,1,3,1.93,10.0,10.0,1,aprovado
626,130,13,0,2,25,1,0,9.68,5.34,-1.0,0,aprovado
627,45,7,7,4,32,0,1,2.12,2.21,7.28,1,reprovado
628,135,14,0,1,14,1,1,9.08,8.28,-1.0,0,aprovado
629,39,5,2,0,69,1,0,4.57,10.0,8.94,1,aprovado
630,66,17,6,0,68,1,2,4.27,9.61,10.0,1,aprovado
631,69,8,2,0,43,0,2,7.65,4.96,8.86,1,aprovado
632,57,16,0,0,71,0,1,4.39,7.16,10.0,1,aprovado
633,35,8,2,4,60,1,0,0.06,10.0,9.88,1,aprovado
634,47,8,4,3,41,1,3,2.06,4.81,6.02,1,reprovado
635,142,20,1,2,20,1,2,6.13,2.96,7.44,1,aprovado
636,39,8,3,1,9,0,3,6.2,5.12,-1.0,0,reprovado
637,136,24,2,0,46,0,0,4.98,5.43,7.42,1,reprovado
638,131,13,0,1,64,1,1,0.43,7.86,9.18,1,aprovado
639,128,23,5,1,42,0,3,5.93,3.3,6.39,1,reprovado
640,75,9,3,1,36,1,3,7.38,6.77,-1.0,0,aprovado
641,126,18,7,3,31,0,1,1.45,2.34,5.68,1,reprovado
642,84,8,2,4,49,0,0,2.02,7.9,8.43,1,aprovado
643,58,8,3,4,46,1,2,7.61,10.0,-1.0,0,aprovado
644,73,14,7,4,60,0,1,0.87,8.66,10.0,1,aprovado
645,78,10,6,4,71,1,1,2.48,10.0,9.1,1,aprovado
646,135,20,0,4,30,1,3,7.34,9.24,-1.0,0,aprovado
647,40,4,3,4,62,1,0,4.53,7.91,9.23,1,aprovado
648,38,13,4,3,71,0,1,0.16,8.65,10.0,1,aprovado
649,118,22,5,0,24,0,3,1.85,3.96,5.66,1,reprovado
650,90,18,4,0,48,1,1,4.26,5.77,10.0,1,aprovado
651,108,18,1,2,40,0,3,8.89,6.84,-1.0,0,aprovado
652,32,6,3,2,51,0,1,5.61,8.78,-1.0,0,aprovado
653,68,11,3,2,36,1,2,7.54,7.89,-1.0,0,aprovado
654,31,11,7,4,34,0,3,3.73,4.41,8.39,1,aprovado
655,89,16,5,1,29,0,0,4.52,5.62,5.06,1,reprovado
656,34,10,4,1,38,1,0,1.09,6.86,7.89,1,aprovado
657,90,15,2,2,58,1,3,4.17,6.86,8.2,1,aprovado
658,20,11,3,3,25,1,2,8.73,9.06,-1.0,0,aprovado
659,139,23,7,2,28,1,3,5.94,4.54,7.45,1,reprovado
660,73,12,4,1,48,0,0,4.85,4.33,10.0,1,aprovado
661,88,12,2,1,34,0,1,1.82,3.34,4.88,1,reprovado
662,81,13,3,2,36,0,0,3.7,4.7,5.31,1,reprovado
663,92,11,0,3,61,1,3,1.22,7.9,10.0,1,aprovado
664,144,23,4,2,29,1,3,3.32,6.78,8.25,1,reprovado
665,101,20,7,1,55,0,0,6.9,4.5,9.96,1,aprovado
666,71,16,1,0,38,1,2,4.46,5.36,9.44,1,aprovado
667,86,17,1,0,54,0,3,1.96,5.84,9.78,1,aprovado
668,29,9,5,1,29,1,3,9.09,5.68,-1.0,0,aprovado
669,103,17,7,1,55,1,0,3.52,7.82,10.0,1,aprovado
670,123,21,6,4,25,0,1,7.29,2.14,8.07,1,reprovado
671,149,15,1,0,28,1,3,9.88,6.87,-1.0,0,aprovado
672,59,12,2,1,28,1,1,5.56,5.71,-1.0,0,reprovado
673,92,16,4,4,36,0,3,8.35,2.01,5.82,1,aprovado
674,135,21,4,1,39,0,3,1.24,6.2,7.35,1,reprovado
675,32,9,5,4,28,1,3,5.99,7.88,-1.0,0,aprovado
676,45,13,0,1,29,0,2,3.74,3.44,7.1,1,reprovado
677,106,21,4,3,48,0,2,1.63,4.96,9.2,1,reprovado
678,34,5,2,4,52,0,0,5.14,8.08,-1.0,0,aprovado
679,92,18,5,4,49,1,0,2.72,5.68,8.72,1,aprovado
680,110,12,6,1,37,0,2,7.8,3.24,5.56,1,aprovado
681,149,16,1,3,9,1,3,8.47,7.76,-1.0,0,aprovado
682,137,23,5,3,59,1,1,3.49,8.59,10.0,1,reprovado
683,22,4,1,1,22,1,1,7.45,5.8,-1.0,0,aprovado
684,35,11,1,0,59,0,0,4.25,5.42,10.0,1,aprovado
685,146,15,7,2,28,0,0,5.94,1.05,3.98,1,reprovado
686,46,15,3,1,44,0,1,9.21,3.73,9.24,1,aprovado
687,86,17,5,1,41,0,2,9.5,7.98,-1.0,0,aprovado
688,40,8,0,1,16,1,1,8.2,6.69,-1.0,0,aprovado
689,40,6,7,4,35,1,2,9.25,6.92,-1.0,0,aprovado
690,105,13,6,4,30,0,1,9.82,8.68,-1.0,0,aprovado
691,46,9,2,2,71,1,3,4.66,8.78,10.0,1,aprovado
692,113,19,4,1,52,0,3,2.84,8.29,7.45,1,aprovado
693,32,3,7,1,39,1,2,8.96,8.86,-1.0,0,aprovado
694,148,21,1,1,25,1,0,6.59,10.0,-1.0,0,reprovado
695,58,15,3,1,54,0,2,0.65,8.45,10.0,1,aprovado
696,86,16,4,2,40,1,3,7.66,10.0,-1.0,0,aprovado
697,145,18,7,0,60,0,0,2.79,8.15,8.17,1,aprovado
698,40,6,1,0,31,1,3,7.39,7.52,-1.0,0,aprovado
699,92,16,1,4,31,0,0,6.23,7.2,-1.0,0,aprovado
700,140,20,5,0,29,0,0,5.05,2.7,5.52,1,reprovado
701,132,20,2,1,54,0,2,0.36,7.84,9.19,1,aprovado
702,43,12,7,3,18,1,3,5.69,6.21,-1.0,0,reprovado
703,141,19,6,2,24,0,2,5.92,0.73,7.19,1,aprovado
704,104,11,0,3,31,1,2,8.1,7.66,-1.0,0,aprovado
705,104,20,3,1,44,1,1,0.57,9.56,5.83,1,aprovado
706,93,14,2,4,26,0,0,1.15,5.08,6.1,1,reprovado
707,122,18,7,2,66,0,0,2.67,8.62,10.0,1,aprovado
708,40,12,3,3,45,0,2,6.92,4.62,10.0,1,aprovado
709,66,11,1,2,29,0,1,4.97,4.0,7.66,1,aprovado
710,38,5,1,2,44,1,2,7.18,9.88,-1.0,0,aprovado
711,68,11,1,4,59,1,2,3.48,8.44,9.46,1,aprovado
712,79,18,7,0,34,1,1,6.26,9.14,-1.0,0,aprovado
713,69,16,7,4,29,1,2,6.61,9.26,-1.0,0,aprovado
714,30,6,5,1,20,1,3,5.23,8.34,-1.0,0,aprovado
715,126,17,1,3,45,1,1,4.11,6.4,8.64,1,aprovado
716,118,15,2,0,46,0,1,2.39,6.05,7.94,1,aprovado
717,24,6,4,0,50,1,1,2.02,6.63,10.0,1,aprovado
718,139,23,0,2,17,1,0,7.83,8.64,-1.0,0,reprovado
719,119,15,1,1,9,1,3,8.98,5.64,-1.0,0,aprovado
720,45,7,4,0,55,0,3,5.22,10.0,-1.0,0,aprovado
721,99,13,6,3,33,0,1,8.33,2.7,5.5,1,aprovado
722,119,17,0,4,31,0,3,2.55,3.5,7.3,1,reprovado
723,86,14,2,3,22,0,2,8.8,7.59,-1.0,0,aprovado
724,23,10,0,2,29,1,1,8.42,10.0,-1.0,0,aprovado
725,107,17,1,3,22,1,1,9.04,4.22,7.65,1,aprovado
726,80,10,3,1,61,1,2,3.01,10.0,10.0,1,aprovado
727,119,19,4,3,26,1,0,7.9,6.92,-1.0,0,aprovado
728,123,20,1,2,4,1,1,8.78,5.52,-1.0,0,aprovado
729,98,20,0,1,55,1,0,4.54,7.06,8.88,1,aprovado
730,93,12,1,1,66,1,0,3.14,10.0,10.0,1,aprovado
731,48,12,6,3,32,0,2,8.48,4.94,8.14,1,aprovado
732,87,15,6,1,52,1,2,1.99,10.0,7.62,1,aprovado
733,20,5,3,3,24,1,0,9.24,5.85,-1.0,0,aprovado
734,117,17,4,0,32,1,1,6.19,4.09,7.6,1,aprovado
735,126,16,7,0,15,0,3,7.74,6.2,-1.0,0,aprovado
736,83,14,7,1,40,1,3,2.88,9.49,6.42,1,aprovado
737,63,10,6,0,46,0,1,4.19,5.51,6.99,1,aprovado
738,132,19,7,2,36,1,1,0.86,7.55,8.19,1,aprovado
739,80,11,0,2,62,1,0,0.73,10.0,10.0,1,aprovado
740,26,13,6,3,54,0,2,0.05,8.72,6.96,1,aprovado
741,60,8,7,3,34,0,2,2.61,4.41,4.96,1,reprovado
742,44,9,2,2,61,0,3,3.14,9.52,10.0,1,aprovado
743,82,15,6,2,14,1,1,5.17,8.37,-1.0,0,aprovado
744,127,15,2,1,25,0,0,0.53,1.44,5.46,1,reprovado
745,44,9,7,3,41,1,0,9.96,9.6,-1.0,0,aprovado
746,52,7,1,2,40,1,1,1.24,8.62,7.82,1,aprovado
747,69,8,0,3,26,1,1,5.84,8.64,-1.0,0,aprovado
748,99,19,1,2,28,1,3,0.26,3.77,3.91,1,reprovado
749,137,14,4,2,72,1,0,4.55,10.0,10.0,1,aprovado
750,48,5,0,2,35,1,2,2.12,6.9,4.84,1,reprovado
751,80,11,6,0,38,0,0,1.78,4.27,7.99,1,aprovado
752,54,15,7,2,70,0,3,1.21,9.58,10.0,1,aprovado
753,146,19,7,3,65,1,3,2.0,8.07,10.0,1,aprovado
754,109,11,6,0,36,1,3,6.14,8.82,-1.0,0,aprovado
755,72,17,2,4,35,0,3,6.48,6.72,-1.0,0,aprovado
756,35,6,7,1,26,1,2,9.08,7.87,-1.0,0,aprovado
757,90,10,1,4,46,0,0,5.69,6.22,-1.0,0,reprovado
758,79,18,1,0,58,0,0,3.56,5.66,9.22,1,aprovado
759,36,11,4,4,60,1,2,4.17,8.33,10.0,1,aprovado
760,62,12,1,0,68,0,2,2.11,7.98,8.57,1,aprovado
761,137,23,6,2,66,0,3,4.61,9.13,10.0,1,reprovado
762,116,12,1,1,36,0,1,8.05,2.08,9.36,1,aprovado
763,21,12,2,3,68,0,1,2.09,7.51,10.0,1,aprovado
764,136,21,1,1,59,0,1,4.22,9.18,10.0,1,reprovado
765,66,7,6,2,35,1,0,2.95,7.44,9.28,1,aprovado
766,141,20,4,3,31,1,0,7.38,9.5,-1.0,0,aprovado
767,139,23,0,3,42,1,0,2.32,6.09,8.5,1,reprovado
768,136,14,5,3,36,0,3,1.17,2.96,6.22,1,reprovado
769,74,11,5,1,35,1,3,5.08,10.0,-1.0,0,aprovado
770,107,12,2,2,34,0,1,7.97,5.25,-1.0,0,aprovado
771,140,17,6,2,39,1,3,1.01,9.38,6.68,1,aprovado
772,81,8,2,4,32,0,1,3.57,2.07,5.14,1,reprovado
773,72,15,5,0,44,1,2,4.87,9.28,9.88,1,aprovado
774,41,5,7,0,47,1,3,7.07,10.0,-1.0,0,aprovado
775,41,14,0,1,10,1,0,8.24,7.81,-1.0,0,aprovado
776,55,8,7,0,29,1,3,7.29,6.32,-1.0,0,aprovado
777,66,14,6,1,50,0,0,4.4,4.61,7.58,1,aprovado
778,121,18,3,4,39,0,1,3.61,4.53,9.48,1,aprovado
779,132,15,5,3,22,1,0,9.53,4.84,3.1,1,aprovado
780,101,16,2,0,25,1,3,3.15,5.84,7.64,1,aprovado
781,29,13,4,3,39,1,3,9.79,10.0,-1.0,0,aprovado
